음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
가실 타 히니 드레싱을 곁들인 닭고기와 무지개 슬로,"11 온스 치킨 가슴 필레 (슬라이스)
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp)
1 히말라야 소금과 후추를 꼬집어
120g 고구마, 잘게 썬다
3.6 온스 녹색 양배추 (파쇄)
3.6 온스 보라색 양배추 (파쇄)
2.9 온스 당근 (grated)
15g 실란트로, 다진
3.6 온스 냉동 에다메 콩 (해동)
0.4 온스 참깨 씨앗
MISO TAHINI 드레싱
0.8 온스 타 히니
1.1 fl.oz 물
0.6 온스 흰색 된장 페이스트
0.7 fl oz 레몬 주스, 갓 짜낸
0.4 fl.oz 대두 소스 (2 tsp)
0.2 fl.oz 참깨 (1 tsp)","지침
고구마를 끓는 바구니에 끓는 물 위에 약 10-12 분 동안 또는 부드러워 질 때까지 요리하십시오.
중간 온도에서 냄비에 올리브 오일을 데우고 요리 할 때까지 양쪽에 닭고기를 요리하십시오.소금과 후추로 간을 맞춘다
된장 타 히니 드레싱을 만들려면 타히니, 물, 된장 페이스트, 레몬 주스, 간장 및 참기름을 작은 그릇에 넣고 매끄럽게 될 때까지 털어냅니다.필요한 경우 물을 추가하여 일관성을 높이십시오.
큰 그릇에 닭고기, 고구마, 양배추, 당근, 실란트로 및 에다메 콩을 결합하십시오.참깨가있는 윗면
샐러드의 절반을 제공하고 된장 타히니 드레싱의 절반으로 드레스
내일 식사를 위해 다른 부분을 냉장 보관하십시오
봉사하고 즐기십시오
>","서빙 크기 481g
칼로리 446 Cal
단백질 44.49g
지방, 총 17.71g
- 포화 된 17.71g
탄수화물 21.84g
- 설탕 11.30g
식이 섬유 11.31g
나트륨 695.26mg",https://cdn.f45training.com/strapi/uploads/2019/10/21161750/rainbow-coleslaw-sweet-potato-edamame-_-chicken-miso-tahini-dressing.jpg
중동 양고기 샐러드,"12 온스 양고기 스트립
1 티스푼 커민 (양고기 조미료)
1 티스푼 훈제 파프리카 (양고기 조미료)
1 티스푼 심황 (양고기 조미료)
0.4 fl.oz 엑스트라 버진 올리브 오일 (2 tsp. (양고기 조미료))
1.8 온스 페타 치즈 (무너짐)
3.6 온스 당근 (강판)
5 온스 혼합 상추 잎
타 히니 민트 드레싱
0.8 온스 타 히니
1 fl.oz 레몬 주스, 갓 짜낸
1.1 온스 무가당 그리스 요구르트
0.2 온스 민트 (2 tsp, 다진)
1 히말라야 소금을 꼬집어
0.7 fl.oz 물 (4 tsp)","지침
그릇에 올리브 오일, 커민, 파프리카, 심황, 소금 및 후추를 결합하십시오.그릇에 양고기를 넣고 코팅하기 위해 던지십시오.
중간 열에 프라이팬을 데우고 양쪽에 갈색이 될 때까지 양고기를 요리하고 좋아합니다.
타히니 민트 드레싱을 만들기 위해 타히니, 레몬 주스, 그리스 요구르트, 민트, 소금 및 물을 그릇에 넣으십시오.포크 또는 털을 사용하여 매끄럽게 될 때까지 섞습니다.너무 두꺼운 물을 추가하면 한 번에 티스푼 씩 쏟아지는 일관성에 도달하십시오.
양고기를 양상추와 당근을 결합하고 페타 치즈를 뿌립니다.
양고기 샐러드의 절반을 제공하고 타히니 민트 드레싱의 절반으로 드레스
내일 식사를 위해 나머지 부분을 냉장 보관하십시오
즐기다","서빙 크기 372g
칼로리 456 Cal
단백질 45.37g
지방, 총 25.56g
- 포화 8.52g
탄수화물 9.01g
- 설탕 6.25g
식이 섬유 5.51g
나트륨 571.64mg",https://cdn.f45training.com/strapi/uploads/2019/10/21161746/middle-eastern-lamb-salad-with-leafy-greens.jpg
채소 스크램블 에그,"2 x 1.76oz 계란 (중간)
3.4 fl.oz 액체 계란 흰색
1.8 온스 붉은 양파 (깍둑 썰기)
3.6 온스 버섯 (다진)
80g 빨간 피망, 깍둑 썰기
1.1 온스 영어 시금치 (다진)
0.3 fl.oz 엑스트라 버진 올리브 오일
0.8 온스 염소 치즈 (무너짐)
1 히말라야 소금과 후추를 꼬집어
1 x 1.374oz 전체 곡물 빵 조각","지침
계란 흰자와 함께 계란을 그릇에 부르고 격렬하게 휘젓습니다.소금과 후추로 간을 맞춘다.
중간 온도에서 끈이없는 튀김 팬에 올리브 오일을 가열하고 양파, 버섯, 피망 및 시금치를 4-5 분 동안 볶습니다.
계란 혼합물을 프라이팬에 붓고 몇 분 동안 요리하십시오.계란이 요리하는 동안 나무 숟가락을 사용하고 익을 때까지 계란 혼합물을 부드럽게 저어줍니다.
한편 황금빛까지 토스터에 빵을 토스트하십시오.접시에 서빙하십시오.
무너진 염소 치즈를 곁들인 윗 달걀을 타고 스크램블 에그를 토스트로 옮기고 서빙하십시오.","서빙 크기 526g
칼로리 452 Cal
단백질 36.88g
지방, 총 21.87g
- 포화 6.67g
탄수화물 22.27g
- 설탕 6.54g
나트륨 680.35mg",https://cdn.f45training.com/strapi/uploads/2019/10/31112931/veggie-scrambled-eggs.jpg
망고와 코코넛 요구르트 그릇,"5.3 온스 그리스 요구르트
30g 냉동 망고, 잘게 썬다
30g 롤 귀리
30g 코코넛 플레이크
1 tsp.메이플 시럽
0.8 온스 PI 영양 바닐라 유청 분리 또는 식물 기반 대안","지침
그릇에 요거트를 귀리, 단백질 파우더 및 메이플 시럽과 결합하십시오.
망고와 코코넛 플레이크가있는 상단.
제공하다.","서빙 크기 250g
칼로리 452 Cal
단백질 23.90g
지방, 총 17.45g
- 포화 된 11.78g
탄수화물 47.05g
- 설탕 26.60g
나트륨 216.71mg",https://cdn.f45training.com/strapi/uploads/2019/10/18173638/mango-_-coconut-yoghurt-bowl.jpg
계절 채소를 곁들인 타이 붉은 물고기 카레,"2 x 5.3oz 흰 물고기 필레
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp)
2.2 온스 갈색 양파 (깍둑 썰기)
마늘 정향 2 개 (다진)
1.5 온스 타이 붉은 카레 페이스트
8.5 fl.oz 통조림 코코넛 밀크
3.6 온스 통조림 분쇄 토마토
8.9 온스 브로콜리 (다진)
5.3 온스 냉동 녹색 완두콩
5.3 온스 녹색 콩 (끝이 다듬기)","지침
중간 열에 중간 냄비에 올리브 오일을 가열합니다.양파와 마늘을 넣고 부드러워 질 때까지 요리하십시오.열을 높이 늘리고 카레 페이스트를 넣고 향기가 될 때까지 요리합니다.
코코넛 밀크와 토마토를 넣고 끓입니다.10 분 동안 끓입니다.10 분 후, 생선 필레를 넣고, 덮고, 10-12 분 동안 또는 생선을 익힐 때까지 끓인다.
한편, 브로콜리와 콩을 끓는 바구니에서 끓는 물 위에 5 분 동안 요리하십시오.완두콩을 넣고 2 분 동안 요리하십시오
두 그릇 사이에 야채를 나눕니다.물고기 필레와 붉은 카레 소스의 절반으로 각각 상단
지금 하나를 제공하고 내일을 위해 냉장 보관하십시오
즐기다","서빙 크기 658g
칼로리 453 Cal
단백질 37.45g
지방, 총 23.43g
- 포화 된 14.30g
탄수화물 16.76g
- 설탕 12.05g
식이 섬유 14.64g
나트륨 629.65mg",https://cdn.f45training.com/strapi/uploads/2019/10/17171527/thai-red-fish-curry-with-greens-rice.jpg
"장실 생강 드레싱을 가진 닭고기, 에다메, 회향 슬로프","8.9 온스 닭 가슴살 필레 (깍둑 썰기)
5ml 올리브 오일
1 히말라야 소금과 후추를 꼬집어
5g 실란트로, 다진
20g 샬롯, 다진
45g 에다메 콩
10g 참깨 씨앗
300g 양배추 샐러드 (드레싱이없는 양배추 샐러드. 당근, 회향 및 양배추를 곁들인 혼합 양도 샐러드)
8ml 대두 소스 (Myo Ginger Dressing)
8ml 쌀 와인 (Miso Ginger Dressing)
0.5 fl oz l 라임 주스, 갓 짜낸 (Miso Ginger Dressing)
5G 꿀 (MISO GINGER 드레싱)
10g 레드 된장 (감소 된 소금) (미소 생강 드레싱)
4G 생강, 다진 (MISO 생강 드레싱)
10ml 참깨 오일 (MISO GINGER 드레싱)
10ml 올리브 오일 (MISO 생강 드레싱)","지침
중간 온도에서 스틱 팬이 아닌 팬에 올리브 오일을 가열하고 몇 분 동안 샬롯을 볶습니다.열에서 제거하고 따로 보관하십시오
같은 팬을 사용하여 깍둑 썰은 닭고기를 약 7 분 동안 또는 익힐 때까지 저어줍니다.소금과 후추로 간을 맞춘다
그릇이나 항아리 안에 장난차 생강 드레싱의 재료를 결합하십시오.
일관람 믹스를 큰 샐러드 그릇에 넣고 닭 가슴살, 샬롯, 콩 및 참깨를 휘젓습니다.
샐러드의 절반을 제공하고 내일의 남은 음식을 위해 나머지 절반을 냉장","서빙 크기 330g
칼로리 447 Cal
단백질 36.6g
지방, 총 21.5g
- 포화 4.2g
탄수화물 13.5g
- 설탕 6.8g
나트륨 570mg",https://cdn.f45training.com/strapi/uploads/2019/10/17164407/chicken-edamame-fennel-slaw-with-miso-ginger-dressing.jpg
구운 닭고기를 곁들인 높은 단백질 녹색 대신 샐러드,"4.6 온스 닭 가슴살 필레
1.8 온스 통조림 브라운 렌즈 콩 (헹굼 및 배수)
1.6 온스 퀴 노아
2.4 fl.oz 물
0.2 온스 아몬드 (파쇄)
2.2 온스 브로콜리 (Florets)
0.9 온스 케일 (다진)
0.4 온스 냉동 에다메 콩 (해동)
히말라야 소금 및 후추 1 개 (드레싱)
0.9 온스 무가당 그리스 요구르트 (드레싱)
0.2 fl.oz 엑스트라 버진 올리브 오일 (드레싱)
0.33 fl.oz 레몬 주스, 갓 짜낸 (드레싱)
0.2 온스 파슬리 (미세한 다진 (드레싱))
0.2 온스 민트 (미세한 다진 (드레싱))","지침
작은 냄비에 물을 끓여 퀴 노아를 넣으십시오.요리하고 물이 흡수 될 때까지 10 분 동안 덮고 요리하십시오.
비 막대기 볶음밥 팬을 중간 온도로 가열하고 요리 할 때까지 닭 가슴살을 양쪽에서 요리하십시오.소금과 후추로 간을 맞춘다
부드러워 질 때까지 끓는 물 위에 찐 바구니에 브로콜리를 요리하십시오.몇 분 남은 상태에서 케일을 넣으십시오
드레싱 성분을 별도로 결합하십시오.
큰 그릇에 닭고기, 퀴 노아, 브로콜리, 케일, 렌즈 콩, 에다메 콩, 으깬 아몬드와 탑
녹색 여신 드레싱으로 옷을 입고 봉사하십시오","서빙 크기 360g
칼로리 445 Cal
단백질 43.47g
지방, 총 12.54g
- 포화 2.16g
탄수화물 35.20g
- 설탕 3.21g
나트륨 315.55mg",https://cdn.f45training.com/strapi/uploads/high_protein_green_goddess_salad_with_grill_chicken_8be3a87d60.jpeg
실란트로 요구르트와 구운 닭고기와 퀴 노아,"9.9 온스 치킨 가슴 필레 (슬라이스)
2.9 온스 퀴 노아
8.5 fl.oz 물
4.3 온스 통조림 옥수수 커널 (배수)
3.6 온스 통조림 검은 눈 콩 (헹굼 및 배수)
0.2 온스 향신료 (2 tsp, 다진)
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp)
실란트로 요거트 드레싱
1.8 온스 무가당 그리스 요구르트
0.18 온스 실란트로, 다진 (1 큰술)
0.5 fl.oz 레몬 주스, 갓 짜낸
1 히말라야 소금과 후추를 꼬집어","지침
작은 냄비에 물을 끓여 퀴 노아를 넣으십시오.요리하고 물이 흡수 될 때까지 15 분 동안 덮고 요리하십시오.
중간 열에 팬에 올리브 오일을 데우고 요리 할 때까지 닭 가슴살을 양쪽에서 요리하십시오.소금과 후추로 간을 맞춘다
실란트로 요거트 드레싱을 만들려면 요거트, 실란트로, 레몬, 소금 및 후추를 항아리에 넣으십시오.잘 흔들어 결합하십시오
큰 그릇에 닭고기, 퀴 노아, 옥수수, 검은 콩 및 향신료를 결합합니다.
치킨 샐러드의 절반을 제공하고 실란트로 요구르트의 절반과 함께 드레스
내일 남은 음식을 위해 다른 부분을 냉장하고 드레싱을 냉장하십시오","서빙 크기 370g
칼로리 441 Cal
단백질 44.0g
지방, 총 6.8g
- 포화 된 1.5g
탄수화물 45.8g
- 설탕 5.8g
나트륨 277mg",https://cdn.f45training.com/strapi/uploads/2019/10/16153935/grild-chicken-_-quinoa-salad-toasted-corn-_-black-beans-coriander-yoghurt.jpg
브로콜리와 완두콩을 곁들인 칠리 쇠고기,"250g 쇠고기 다진
0.3 fl.oz 엑스트라 버진 올리브 오일
60g 당근, 잘게 썬다
45g 갈색 양파, 잘게 썬다
35g 셀러리, 잘게 썬다
2 정향 마늘, 분쇄
1 tsp.파프리카
1 중간 붉은 칠리, 다진
250g 이탈리아 분쇄 토마토, 통조림
2 tsp.말린 로즈마리
1 큰술.말린 파슬리
1 히말라야 소금과 후추를 꼬집어
250g 브로콜리 꽃
150g 냉동 완두콩","지침
중간 온도에서 비 스틱 팬에 올리브 오일을 가열하고 마늘, 양파, 셀러리 및 당근을 몇 분 동안 볶습니다.
쇠고기 다진, 파프리카, 고추, 로즈마리, 파슬리, 소금 및 후추를 추가하여 요리하는 동안 다진을 분해하십시오.
분쇄 된 토마토를 넣고 다진이 익을 때까지 저어 주면서 몇 분 동안 계속 요리합니다.
한편, 부드러워 질 때까지 끓는 물 위의 찐 바구니에 브로콜리를 요리하십시오.몇 분 남은 상태에서 완두콩을 추가하십시오.
칠리 쇠고기의 절반을 브로콜리와 완두콩의 절반과 함께 제공하십시오.
내일 남은 오버를 위해 나머지 절반을 냉장 보관하십시오.","서빙 크기 410g
칼로리 439 Cal
단백질 38.50g
지방, 총 23.24g
- 포화 8.47g
탄수화물 13.74g
- 설탕 9.97g
나트륨 314.15mg",https://cdn.f45training.com/strapi/uploads/2019/10/16151343/chilli-beef-with-broccoli-_-peas.jpg
바닐라 베리 스무디,"60g 냉동 블루 베리
80g 바나나
35g 바닐라 단백질 분말
0.2 온스 꿀
190ml 무가당 아몬드 우유
60ml 물
20g 건조 코코넛","지침
믹서기의 모든 성분을 결합하고 부드럽게 될 때까지 혼합하십시오.
스무디를 유리에 붓습니다
제공하다","서빙 크기 458g
칼로리 450 cal
단백질 31.8g
지방, 총 19.7g
- 포화 된 12.3g
탄수화물 32.5g
- 설탕 24.6g
나트륨 196.3mg
식이 섬유 7.9g",https://cdn.f45training.com/strapi/uploads/2019/10/16144703/vanilla-berry-smoothie.jpg
"올리브, 페타 및 토마토를 곁들인 터키 스크램블 에그","3 x 1.76oz Egg (중간) 털이
1.6 온스 갈색 양파 (깍둑 썰기)
1 히말라야 소금과 후추를 꼬집어
0.5 티스푼 커민
0.5 티스푼 파프리카
30g 빨간 피망, 잘게 썬다
1.8 온스 토마토 (깍둑 썰기)
0.9 온스 페타 치즈
0.8 온스 칼라 마타 올리브 (피트)
0.1 fl.oz 엑스트라 버진 올리브 오일
1 x 1.34oz 전체 곡물 빵 조각","지침
중간 온도에서 튀김 팬에 올리브 오일을 가열하고 양파, 피망 및 토마토를 몇 분 동안 또는 부드러워 질 때까지 볶습니다.
계란 혼합물을 팬에 붓고 소금, 후추, 커민 및 파프리카로 양념하고 요리 할 때 계란을 부러 뜨리는 것을 결합합니다.
한편 토스터에 빵을 넣고 황금빛까지 요리하십시오.접시로 옮깁니다
스크램블 에그를 토스트 위에 옮기고 부서진 페타 치즈와 올리브로 윗면을 옮깁니다.
제공하다","서빙 크기 363g
칼로리 450 cal
단백질 28.75g
지방, 총 26.31g
- 포화 8.31g
탄수화물 22.64g
- 설탕 6.04g
식이 섬유 5.68g
나트륨 1075.69mg",https://cdn.f45training.com/strapi/uploads/2019/10/16142606/turkish-scrambled-eggs-with-olives-feta-_-tomato.jpg
매운 스페인 치즈 오믈렛,"4 x 1.76 온스 계란 (중간)
15G 체다 치즈
45g 붉은 양파, 잘게 썬다
80g 토마토, 다진
30g 빨간 피망, 다진
0.2 fl.oz 엑스트라 버진 올리브 오일
1 tsp.말린 파슬리
1 히말라야 소금과 후추를 꼬집어
1/2 tsp.파프리카
1/2 tsp.고추 가루","지침
계란을 그릇에 부르고 격렬하게 휘젓습니다
소금, 후추, 고추 가루, 파프리카 및 파슬리로 치즈와 계절을 추가하고 따로 보관하십시오.
올리브 오일을 중간 온도로 고집이없는 튀김 팬에 가열하고 빨간 양파, 토마토 및 캡시움을 3 분간 볶습니다.그릇으로 옮기고 따로 보관하십시오
프라이팬을 중간 열에 보관하고 계란 혼합물을 팬에 붓습니다.오믈렛을 1-2 분 동안 또는 오믈렛이 아래로 설정 될 때까지 오믈렛을 요리하십시오.오믈렛의 중간에 충전재를 추가하십시오
오믈렛의 절반을 다른쪽으로 뒤집어 충전물을 둘러싸고 있습니다.
접시로 옮기고 서빙하십시오.","서빙 크기 350g
칼로리 435 Cal
단백질 32.1g
지방, 총 30.6g
- 포화 10.1g
탄수화물 6.6g
- 설탕 6.1g
나트륨 499mg",https://cdn.f45training.com/strapi/uploads/2019/10/16135928/spicy-spanish-cheese-omelette.jpg
Choc Chia Pudding,"120ml 무가당 아몬드 우유
30G 아보카도
55g 그리스 요구르트 (무가당)
20G 바닐라 유청 단백질 분말
1.5 tbsp.카카오 가루
1 tsp.꿀
핀치 육두구
30G 치아 씨앗","지침
모든 재료를 항아리에 넣고 잘 섞습니다.
Chia Pudding이 잘 결합되면 밤새 또는 1-2 시간 동안 설정하십시오.
제공하다.","서빙 크기 270g
칼로리 420 Cal
단백질 29.1g
지방, 총 24.8g
- 포화 5.1g
탄수화물 15.4g
- 설탕 9.6g
나트륨 126mg",https://cdn.f45training.com/strapi/uploads/2019/10/16133421/choc-chia-pudding.jpg
"Teriyaki 치킨 패티, Aubergine, Broccoli 및 참깨","8.9 온스 치킨 마인스 (Teriyaki Patty)
0.3 온스 생강 뿌리 (강판 (Teriyaki Patty))
마늘 정향 1 개 (으깬 (Teriyaki Patty))
10g 실란트로, 다진
0.9 온스 빵 부스러기 (Teriyaki Patty)
0.2 온스 붉은 고추 (미세한 다진 (Teriyaki Patty))
1 히말라야 소금과 후추를 꼬집어
0.2 온스 참깨 씨앗
7.1 온스 가지 (깍둑 썰기)
6.4 온스 브로콜리 (다진)
0.3 fl.oz 엑스트라 버진 올리브 오일
1.1 fl.oz 감소 된 소금 간장 (Teriyaki 소스)
2.1 fl.oz Rice Wine (Teriyaki 소스)
0.1 온스 생강 뿌리 (강판 (테리야키 소스))
0.4 fl.oz 참깨 (Teriyaki 소스)
2.1 fl.oz 물 (Teriyaki 소스)
0.2 온스 꿀 (Teriyaki 소스)","지침
그릇에 모든 패티 성분을 결합하십시오.혼합물을 손바닥의 중간 크기의 패티로 굴립니다.냉장고에 30 분 동안 설정하십시오
항아리에 테리야키 소스 성분을 결합하십시오
냉장고에서 패티를 제거하고 테리야키 소스와 참깨로 윗면을 제거하십시오.
오븐을 390 ° F로 예열하고 베이킹 트레이에 베이킹 페이퍼로 정렬하십시오.가지와 브로콜리를 트레이의 한쪽에 놓고 올리브 오일과 소금으로 이슬비를 뿌립니다.트레이 반대편에 패티를 놓습니다.
가지와 브로콜리를 약 10-15 분 동안 또는 부드러워 질 때까지 구워냅니다.오븐에서 가지와 브로콜리를 제거하고 패티를 뒤집어 약 5-10 분 동안 또는 요리 할 때까지 계속 요리하십시오.
브로콜리와 가지의 절반과 함께 Teriyaki 패티의 절반을 제공합니다.
내일 남은 내일의 다른 부분을 냉장 보관하십시오","서빙 크기 427g
칼로리 449 Cal
단백질 32.86g
지방, 총 18.08g
- 포화 된 3.74g
탄수화물 29.74g
- 설탕 18.95g
나트륨 796.38mg",https://cdn.f45training.com/strapi/uploads/2019/10/14123440/teriaki-chicken-patties-eggplant-broccoli-sesame.jpg
"닭고기, 땅콩 및 케일 아시아 슬로","닭 가슴살 필레 8.5 온스
5ml 올리브 오일
50G 생 땅콩
케일과 320g의 우울 샐러드 믹스
0.5 fl.oz 간장 소스
10ml 클래식 아시아 쌀 와인 식초
0.34 fl oz 라임 주스, 갓 짜낸
0.2 온스 꿀 (1 tsp)
5g 생강, 격자
5G 민트 잎
8ml 참깨 오일
8ml 올리브 오일
6ml 물","지침
중간 온도에서 냄비에 올리브 오일을 데우고 요리 할 때까지 닭 가슴살을 양쪽에서 요리하십시오.따로
드레싱 성분을 별도로 결합하십시오
닭고기를 케일 양장장으로 섞고 땅콩과 함께 섞습니다.
샐러드의 절반을 제공하고 베트남 샐러드 드레싱의 절반으로 드레스
내일의 남은 음식을 위해 다른 부분을 냉장 보관하십시오","서빙 크기 345g
칼로리 445 Cal
단백질 33.6g
지방, 총 28.5g
- 포화 5.2g
탄수화물 17.4g
- 설탕 15.5g
나트륨 706mg",https://cdn.f45training.com/strapi/uploads/2019/10/14112800/chicken-peanuts-kale-asian-slaw.jpg
팬 튀긴 물고기가 담긴 고구마와 완두콩을 곁들입니다,"150g Blue Grenadier (또는 선택한 물고기)
130g 생 고구마, 잘게 썬다
130g 냉동 녹색 완두콩
다진 박하 잎 15g
15g 생, 무염 아몬드, 다진
5ml 올리브 오일
1 히말라야 소금을 꼬집어
1 큰술.말린 백리향
마늘 정향 1 개 (으깬)
0.17 fl oz 신선하게 압착 된 레몬 주스","지침
균등하게 코팅 될 때까지 그릇에 매리 네이드와 물고기를 섞습니다.
오븐을 180C로 예열하고 베이킹 트레이에 베이킹 용지로 정렬하십시오.물고기를 약 10 분 동안 또는 요리 할 때까지 굽습니다.
한편, 고구마를 끓는 물 위의 끓는 바구니에 약 10 분 동안 또는 부드러워 질 때까지 요리하십시오.3 분 남은 상태에서 완두콩을 넣으십시오
고구마와 완두콩을 다진 민트 잎, 아몬드, 올리브 오일, 소금 및 후추와 결합하십시오.
신은 고구마와 완두콩과 함께 생선을 제공하십시오.","서빙 크기 400g
칼로리 450 cal
단백질 36.4g
지방, 총 18.2g
- 포화 2.3g
탄수화물 27.7g
- 설탕 10.5g
나트륨 177mg",https://cdn.f45training.com/strapi/uploads/2019/10/14112201/pan-fised-fish-with-minted-sweet-potato-peas.jpg
레몬과 흰 콩 참치 샐러드,"봄 물에 6.4 온스 통조림 참치 (배수)
4.3 온스 토마토 (깍둑 썰기)
80g 그린 피망, 다진
1.8 온스 붉은 양파 (다진)
2.9 온스 레바논 오이 (다진)
3.6 온스 아보카도 (다진)
7.1 온스 통조림 Cannellini 콩 (2/3 캔, 헹굼 및 배수)
0.4 온스 파슬리 (1 큰술, 다진)
0.6 온스 해바라기 커널
디종 머스타드 비네 그레트
1 히말라야 소금과 후추를 꼬집어
0.7 fl.oz 엑스트라 버진 올리브 오일 (4 tsp)
0.5fl.오즈 레몬 주스, 갓 짜낸
0.3 온스 디종 겨자 (2 tsp)","지침
큰 그릇에 참치, 토마토, 아보카도, 캡시 쿰, 붉은 양파, 오이, 카넬리니 콩 및 파슬리를 결합하십시오.
디종 겨자 비네 그레트를 만들려면 올리브 오일, 디종 머스타드, 레몬 지미, 소금 및 후추를 항아리에 넣습니다.결합하기 위해 흔들립니다
샐러드를 2 인분으로 나눕니다.그릇에 1 인분을 요리 하고이 부분에 드레싱의 절반을 부어 넣으십시오.
내일의 왼쪽 오버를 위해 두 번째 서브와 나머지 드레싱을 냉장
즐기다","서빙 크기 443g
칼로리 445 Cal
단백질 34.16g
지방, 총 22.85g
- 포화 5.16g
탄수화물 17.67g
- 설탕 6.91g
나트륨 587.75mg",https://cdn.f45training.com/strapi/uploads/2019/10/12151623/lemon-_--------tuna-salad.jpg
"칠리 칠면조, 브로콜리 및 옥수수 보울","7.8 온스 칠면조 마인지
3.2 온스 갈색 양파 (깍둑 썰기)
마늘 정향 2 개 (으깬)
2.2 온스 통조림 Cannellini 콩 (배수)
7.8 온스 통조림 분쇄 토마토
7.1 온스 브로콜리
3.6 온스 통조림 옥수수 커널 (배수)
0.1 fl.oz 엑스트라 버진 올리브 오일 (0.5 tsp.)
1 티스푼 커민
0.3oz 신선한 실란트로, 다진
0.2 온스 붉은 고추 (미세하게 다진)
1.1 온스 호박 종자
1 히말라야 소금과 후추를 꼬집어","지침
중간 온도에서 팬에 올리브 오일을 가열하고 양파와 마늘을 몇 분 동안 볶습니다.요리하는 동안 칠면조 마인지를 부수십시오.
커민, 실란트로 및 고추를 넣고 2 분 동안 요리 한 다음 으깬 토마토, 카넬리니 콩 및 옥수수를 잘 저어 주어 섞습니다.15-20 분 동안 저열로 요리하십시오.
한편, 브로콜리를 끓는 바구니에 끓는 물 위에 약 10 분 동안 또는 부드러워 질 때까지 요리하십시오.
브로콜리와 함께 고추 칠면조 믹스를 제공하고 호박 씨앗을 뿌린다.
내일 남은 음식의 다른 부분을 냉장 보관하십시오.","서빙 크기 473g
칼로리 440 Cal
단백질 34.5g
지방, 총 20.3g
- 포화 5.1g
탄수화물 23.8g
- 설탕 11.6g
나트륨 372mg",https://cdn.f45training.com/strapi/uploads/chilli_turkey%2c_broccoli_and_corn_bowl_8d3956a6e3.jpeg
잎이 많은 녹색이있는 아시아 치킨 샐러드,"230g 닭 가슴살, 피부가 없습니다
115g 당근, 격자
70g 셀러리, 다진
1 큰술 실란트로, 다진
140g mesclun 믹스
1 tsp.올리브유
50g 땅콩
1 히말라야 소금과 후추를 꼬집어
1.5 tsp.막걸리
1 큰술.간장, 글루텐 프리
2.5 tsp.신선한 라임 주스
0.25 tsp.꿀
1.25 tsp.땅콩 버터
2cm 노브 신선한 생강, 껍질을 벗기고 다진
1.5 tsp.참기름","지침
튀김 팬에 올리브 오일을 중간 열에 가열하고 요리 할 때까지 닭 가슴살을 양쪽에 요리하십시오.소금과 후추로 간을 맞춘다.
닭고기를 그릇에 모든 샐러드 성분과 땅콩과 함께 섞습니다.
땅콩 생강 드레싱 성분을 별도로 결합하십시오.
샐러드를 2 인분으로 나눕니다.그릇에 1 인분을 요리 하고이 부분에 드레싱의 절반을 부어 넣습니다.
두 번째 서브와 내일의 드레싱의 나머지 부분은 오버를 남겼습니다.","서빙 크기 325g
칼로리 432 Cal
단백질 33.4g
지방, 총 28.07g
- 포화 5.15g
탄수화물 8.22g
- 설탕 6.93g
나트륨 588.98",https://cdn.f45training.com/strapi/uploads/2019/10/12151608/asian-chicken-salad-with-leafy-greens.jpg
스쿼시와 시금치 오믈렛,"3 x 1.76oz.중간 사이즈 계란
5.3 온스 스쿼시 (요리되지 않은, 잘게 썬)
0.8 온스 영어 시금치
0.8 온스 붉은 양파 (깍둑 썰기)
0.8 온스 생 아몬드 (대략 다진)
0.2 fl.oz 엑스트라 버진 올리브 오일
0.5 티스푼 커민
0.5 티스푼 지상 고수풀
0.5 티스푼 카이엔 고추
1 히말라야 소금과 후추를 꼬집어","지침
스토브 탑에 물을 끓여서 버터 넛 스쿼시를 찐 바구니에 약 10 분 동안 또는 익힐 때까지 요리하십시오.
계란을 그릇에 부르고 격렬하게 휘젓습니다.향신료, 소금 및 후추로 계절.
중간 온도에서 끈이없는 튀김 팬에 올리브 오일을 가열하고 몇 분 동안 붉은 양파를 볶습니다.준비가되면 열에서 제거하고 스쿼시, 시금치 및 아몬드와 결합하십시오.
같은 팬을 사용하여 계란 혼합물을 팬에 붓고 몇 분 동안 요리하십시오.
오믈렛의 절반을 다른쪽으로 뒤집고 몇 분 더 계속 요리하십시오.
스쿼시와 시금치 믹스와 함께 접시에 오믈렛을 제공하십시오.","서빙 크기 290g
칼로리 458 Cal
단백질 28.14g
지방, 총 31.19g
- 포화 6.35g
탄수화물 14.53g
- 설탕 10.18g
나트륨 265.93mg",https://cdn.f45training.com/strapi/uploads/2019/10/12121814/pumpkin-_-spinach-omelette.jpg
